0.4452349866,-2.0830055045,1
1.8714519145,-0.6260109534,1
-2.9726924279,0.0255449735,0
0.8612206735,-1.1701076409,1
-2.0988937452,-1.7054351465,0
-2.6994123148,-0.8627409237,0
-3.0121438553,2.8419457411,0
0.4861230201,-1.5315730607,1
0.4270657886,-1.3458205925,1
-0.2194833936,-2.2670801196,1
-0.6325350423,-2.3762543264,1
-2.3891401583,1.3693340103,0
-2.3231236514,6.3574822277,0
1.0191771662,-0.6879836037,1
1.1960452152,2.6085604246,1
-1.846500423,1.7727070149,0
-2.3147507613,-4.5967833661,0
-2.6852555342,2.7866514351,0
1.1568569422,1.8867286981,1
-2.7461450031,-0.9776370412,0
-1.9040802661,-2.5246960535,0
1.2275362979,-1.2425565732,1
-2.5382496157,-0.6639154284,0
-2.6252824132,-0.1035380432,0
-2.6838292006,-1.0183213018,0
-2.54555751,1.7775729206,0
-2.3804904966,-5.7566496443,0
-2.3562181924,1.5003856184,0
1.8664160956,-1.2419655275,1
-1.6762351156,4.2433285572,0
-0.1070394389,-2.5377344244,1
-2.495295411,4.6654056259,0
1.5706091601,-2.0264188133,1
-1.0607486956,-2.2823113339,1
2.0518819024,-0.9557837814,1
0.2730231107,-1.6529414737,1
-0.3363240606,-1.7389258255,1
4.2400717936,0.9884161048,1
-1.9858043424,-2.7016626291,1
1.1273964334,-1.8975292271,1
-2.3761481945,-1.0450951482,0
-3.0231040034,-0.3992709831,0
-2.2707158316,1.7243067271,0
-2.1597500563,-3.6062511728,0
-2.9164730876,1.3220366822,0
1.0866123176,0.2782242469,1
-2.218772475,2.9661887286,0
1.4493989012,-0.2958780822,1
2.0960747582,-0.5333454366,1
0.4357480296,-1.8914163442,1
-2.6827281663,0.5655142667,0
0.0474774421,-2.2150992363,1
1.6637604341,-1.945980879,1
-2.5203257931,-2.092932872,0
-2.4368703686,-2.4638123706,0
2.4449908602,-0.8713537528,1
3.7129073599,0.1630617477,1
-0.7931585303,-1.9176274147,1
-2.6731396056,-1.8594994066,0
-0.3362899699,-2.1886907508,1
-2.5668444257,2.3701047736,0
0.7621110109,0.0261082066,1
1.1105837601,-2.265907945,1
-0.0142501963,-2.3450813901,1
0.9360962074,-1.7469256836,1
-2.6361756775,-1.1941099065,0
-2.5169811748,-0.782866891,0
-2.7348868959,-3.8810139286,0
2.176387036,-2.3220906431,1
0.4109409205,-0.9570851288,1
-1.6573409473,3.2158921988,0
-2.6188070029,2.4860662407,0
-2.1090279887,3.0386846807,0
-0.8480863899,-2.7399552269,1
-2.0006378719,2.2108404421,0
1.9066840026,-0.7601428285,1
1.3720600182,-0.3774466316,1
0.6530801295,0.7483139815,1
1.1350658707,-2.055247766,1
-1.974005632,0.0518112158,0
-2.0479301869,1.5099388702,0
-2.7858972663,0.8831972842,0
-2.3154388677,-1.7472001062,0
-2.3944210314,-2.5111822077,0
-0.7733132549,-3.1921621961,1
-2.9893445164,-2.2248956889,0
0.1367383171,-2.4035244013,1
-0.3403953957,-1.7412329859,1
-2.2679990087,-2.5952177521,0
-2.6049620723,0.3643941857,0
-0.0504904601,-2.9074190937,1
-2.4458765963,1.9208706437,0
0.7419231231,-1.0140513797,1
0.9528890167,-0.102686581,1
-2.616952474,1.6883997527,0
-0.0947725189,-2.2937596337,1
-0.8195734088,-3.1140398398,1
0.8091299,-2.5042951271,1
1.6788953432,-0.4206550723,1
-0.0316473158,-2.3782570324,1
1.0273323817,-1.610213057,1
-2.5804799587,-5.023535463,0
-1.9648778367,-0.4883523078,0
-2.452413277,1.4186861654,0
-2.1613167886,-5.8616418529,0
-2.4552159593,1.0528306945,0
-2.595717639,-0.3009674825,0
-2.2624196377,3.491670584,0
-2.7835508997,2.4342691667,0
-2.6623368206,-3.0766870305,0
-2.6323422426,-0.5518038666,0
-2.5325365884,-4.9078197658,0
1.4294966928,-1.5641473261,1
0.7375562207,2.0492214496,1
-1.6470617881,2.5512817442,0
-1.6875775292,-0.3962098599,0
1.0848210047,-1.7046490692,1
2.723557225,-0.7505853431,1
1.1761674238,-1.4248566524,1
-2.4388541874,-1.125899611,0
-2.57407364,1.5949496957,0
-2.6638703799,2.0157959268,0
0.0646965466,-1.7621022533,1
-2.2163138992,-1.011621373,0
-2.056583453,5.2766012477,0
-2.325522867,0.6838291245,0
-2.8222884456,-0.4283049509,0
-0.4200775117,-1.8583395071,1
-2.9117366778,2.4449841914,0
2.209373527,-0.4969156433,1
1.7173190693,-1.0056559451,1
0.4860966914,-1.9251839641,1
-2.6801151578,-1.1078218764,0
-2.6627185407,2.4382418883,0
2.0697813049,-0.5116448838,1
-2.2856950126,2.6069196756,0
1.1737444079,-1.4598412286,1
-3.1737413191,-0.8840748645,0
-2.6584172634,-4.0766155323,0
1.4607780858,4.3350153792,1
1.3083270501,-0.6959852209,1
1.6019353233,3.1270046598,1
0.8645694175,-1.5932404334,1
1.5419749697,-0.9192030368,1
-2.6267039598,1.7357326993,0
1.8125005229,-0.6407284465,1
3.9618400416,-0.5424841849,1
-1.0333927351,-2.6506117415,1
0.8903070753,-1.5432284784,1
-2.7380216123,-0.5572595177,0
3.1986100772,-0.3721901041,1
0.6722842234,-2.2821876533,1
1.5861709576,-0.7380705607,1
1.8720688384,-0.4293639309,1
2.0329346412,-0.7341115594,1
-2.2914599699,2.5479349286,0
1.4394840942,2.0861093917,1
-1.3634883623,-2.5540806246,1
1.5995842486,0.4566994587,1
-2.4048817371,1.6336217779,0
-2.7648239886,-1.5378959291,0
1.7669297753,-1.2898017605,1
-2.5255880165,-1.1605832247,0
-2.4313009385,3.3214700446,0
-2.443834882,-0.318191121,0
1.0563560584,-1.7323913304,1
-2.3788936024,1.2750239631,0
0.9911059335,-1.3265906248,1
-2.6577552608,2.869141157,0
0.6968229572,-0.9689357155,1
-2.3448275964,3.3905394297,0
-2.6533779573,-6.9320792547,0
1.3667782309,-1.2011279343,1
3.5647358679,-1.275898727,1
0.9382193556,-1.9998527271,1
1.136995237,-1.3128074035,1
-2.4835395058,-8.51614954287163E-05,0
0.9648779627,-0.6290662697,1
-2.9590237923,-2.6713977553,0
0.0183447756,-2.6539641533,1
-2.2093194934,2.725446353,0
1.7116941034,-1.0326522271,1
-2.7485991191,3.2721911449,0
0.9532944712,-1.3444436002,1
-2.3553692952,-0.5014850176,0
1.2046049618,-1.7979599318,1
0.662338385,-1.0229351562,1
1.5687786708,-2.1050260427,1
2.4261570553,-0.1822576409,1
1.860832008,-0.9714502871,1
1.145055141,-1.9876561738,1
2.6365880013,-0.1347686056,1
2.0151103058,-1.1565223479,1
0.8796306203,-0.6082739112,1
1.5840583495,-1.8910253874,1
-2.7432285256,5.6093342326,0
1.1364317702,-1.4485787179,1
1.1749961745,-2.072675679,1
-2.6254421914,2.9159607267,0
-2.7272601267,-0.3969766677,0
-2.1729336097,2.2158916907,0
-2.1415053996,5.7302242116,0
-2.902401575,-1.459966858,0
-2.6795888323,5.0555386142,0
0.7399175782,-1.5635525696,1
-2.5533523869,-2.7974542264,0
-2.3767237504,1.5434630872,0
-2.4531544275,-0.0870702315,0
-2.2294240465,0.0233776577,0
-2.8012158132,1.3161785305,0
-1.653269689,5.3915457652,0
-2.5746005952,-3.9373866669,0
-2.2297783336,-3.8649345127,0
-2.2337227096,-3.2884199542,0
1.2304331273,-1.0046604353,1
-2.5713500954,2.0585498306,0
-2.7528700456,3.3584061682,0
1.1030802605,-1.180427613,1
-2.7620230123,1.4938094785,0
-2.4338289791,-2.1407797104,0
3.5132108283,0.4474899157,1
0.8560684348,-1.4088895235,1
-1.9269987113,-3.2517655009,0
-2.7418246988,-0.0909600061,0
-2.2690871508,-0.0170316401,0
1.2348923575,-2.6814927122,1
0.7241147047,-2.0822318753,1
1.578815405,-1.73745353,1
0.1563563178,-1.0408904918,1
-2.110714946,-1.1611634197,0
-2.7426864744,-2.1374550641,0
0.0887285381,-2.8814223516,1
1.3307460351,-0.817952568,1
0.7305508638,-1.6177047344,1
2.3318300239,-0.4471503855,1
-2.1941255987,0.8594583629,0
-2.2123463686,-1.0722753949,0
0.8535876751,-1.3999708094,1
-3.0867453896,-1.4835638594,0
-2.1224661705,3.4253982473,0
-2.8441683435,-0.9555496891,0
-2.5930805448,-0.4967026024,0
1.3402250436,-1.6630113879,1
-2.6269392595,-0.8258127357,0
1.7803899215,-0.8344454148,1
1.2125505334,-1.7088662233,1
-2.6252049972,1.5690401426,0
-2.7459636329,-3.8188847873,0
-2.1782217936,-0.8812227407,0
-3.095758474,-1.1801058494,0
1.9435048984,-0.7166263192,1
3.0899061029,0.2884016613,1
-2.0902583366,4.3579485504,0
0.1250653725,-2.3806036061,1
-0.0900260318,-3.223226038,1
1.3328736183,-2.1535688988,1
0.7690722895,-1.6303166912,1
-0.1000449724,-1.4992467478,1
-0.343981079,-2.3002844825,1
1.7759835611,-0.6632273251,1
1.0861799375,-1.6302741007,1
0.4136547554,-1.0724120436,1
-0.2072857602,-1.0082075142,1
-2.8422743206,-3.4222886958,0
-2.7253719856,1.5268106066,0
-2.6169523866,-0.0185329887,0
-2.476772626,2.2580567025,0
1.2205570165,-0.6686702643,1
2.5968899128,-0.61724679,1
-2.3465323558,-3.313935454,0
-2.7948739911,3.777481094,0
-2.6206623536,-0.609548539,0
-2.3310257562,5.5133506785,0
-2.5811306831,-2.1552686989,0
1.3346487082,-2.1108834756,1
-2.8641978114,1.580710597,0
1.1602346652,-2.0822370348,1
0.9476928473,-2.17300999,1
-2.3581063923,-6.4582914442,0
0.2346192879,-2.1591348171,1
2.5335655791,-0.8696044337,1
-2.3374821679,-1.0096347168,0
0.8645310586,-2.2436070798,1
1.2118496225,-1.3463975601,1
-2.5806708285,1.846241724,0
-2.3893508152,-1.3727260513,0
1.552243948,-1.439029628,1
-0.3405637375,-1.5423575909,1
-2.157650752,2.9557974296,0
-1.8894346465,-0.0644580884,0
-3.1116970293,4.362237115,0
1.4321242322,-1.4543553613,1
1.3013323438,-1.6345775561,1
0.6526587001,-0.6524893056,1
0.6343411047,-2.362984039,1
-2.0014475694,-0.5370601167,0
1.4227607446,-0.6992469252,1
-2.8100417605,-0.5199785259,0
-0.4407072998,-1.1624626051,1
2.2590547173,-0.696534243,1
1.6741655896,-1.540623556,1
2.3732924328,-0.575913911,1
-2.9174384079,0.1955173349,0
1.0505538999,-0.8786111173,1
-2.4304667377,0.7803317326,0
0.6934203072,-1.6309716612,1
-2.6390230105,2.3622216554,0
0.0658961282,-1.1853868013,1
0.5652746248,-2.0397397296,1
-3.563107206,-0.609864732,0
